1,1,254,Y4,9616
1,1,253,Y3,9616
1,1,252,Y2,9616
1,1,251,Y1,9616
1,1,241,Y1,9621
1,1,243,Y1,9621
1,1,242,Y1,9626
1,1,241,Y1,9631
1,1,240,Y1,9636
1,1,239,Y1,9641
1,1,238,Y1,9646
1,1,237,Y1,9651
1,1,236,Y1,9656
1,1,235,Y1,9661
1,1,234,Y1,9666
1,1,233,Y1,9671
1,1,232,Y1,9676
1,1,231,Y1,9681
1,1,230,Y1,9686
1,1,229,Y1,9691
1,1,228,Y1,9696
1,1,227,Y1,9701
1,1,226,Y1,9706
1,1,225,Y1,9711
1,1,224,Y1,9716
1,1,223,Y1,9721
1,1,222,Y1,9726
1,1,221,Y1,9731
1,1,220,Y1,9736
1,1,219,Y1,9741
1,1,218,Y1,9746
1,1,217,Y1,9751
1,1,216,Y1,9756
1,1,215,Y1,9761
1,1,214,Y1,9767
1,1,213,Y1,9772
1,1,212,Y1,9777
1,1,211,Y1,9782
1,1,210,Y1,9787
1,1,209,Y1,9792
1,1,208,Y1,9797
1,1,207,Y1,9802
1,1,206,Y1,9807
1,1,205,Y1,9812
1,1,204,Y1,9817
1,1,203,Y1,9822
1,1,202,Y1,9827
1,1,201,Y1,9832
1,1,200,Y1,9837
1,1,199,Y1,9842
1,1,198,Y1,9847
1,1,197,Y1,9852
1,1,196,Y1,9857
1,1,195,Y1,9862
1,1,194,Y1,9867
1,1,193,Y1,9872
1,1,192,Y1,9877
1,1,191,Y1,9882
1,1,190,Y1,9887
1,1,189,Y1,9892
1,1,188,Y1,9897
1,1,187,Y1,9902
1,1,186,Y1,9907
1,1,185,Y1,9913
1,1,184,Y1,9918
1,1,183,Y1,9923
1,1,182,Y1,9928
1,1,181,Y1,9933
1,1,180,Y1,9938
1,1,179,Y1,9943
1,1,178,Y1,9948
1,1,177,Y1,9953
1,1,176,Y1,9958
1,1,175,Y1,9963
1,1,174,Y1,9968
1,1,173,Y1,9973
1,1,172,Y1,9978
1,1,171,Y1,9983
1,1,170,Y1,9988
1,1,169,Y1,9993
1,1,168,Y1,9998
1,1,167,Y1,10003
1,1,166,Y1,10008
1,1,165,Y1,10013
1,1,164,Y1,10018
1,1,163,Y1,10023
1,1,162,Y1,10028
1,1,161,Y1,10033
1,1,160,Y1,10038
1,1,159,Y1,10043
1,1,158,Y1,10048
1,1,157,Y1,10053
1,1,156,Y1,10059
1,1,155,Y1,10064
1,1,154,Y1,10069
1,1,153,Y1,10074
1,1,152,Y1,10079
1,1,151,Y1,10084
1,1,150,Y1,10089
1,1,149,Y1,10094
1,1,148,Y1,10099
1,1,147,Y1,10104
1,1,146,Y1,10109
1,1,145,Y1,10114
1,1,144,Y1,10119
1,1,143,Y1,10124
1,1,142,Y1,10129
1,1,141,Y1,10134
1,1,140,Y1,10139
1,1,139,Y1,10144
1,1,138,Y1,10149
1,1,137,Y1,10154
1,1,136,Y1,10159
1,1,135,Y1,10164
1,1,134,Y1,10169
1,1,133,Y1,10174
1,1,132,Y1,10179
1,1,131,Y1,10184
1,1,130,Y1,10189
1,1,129,Y1,10194
1,1,128,Y1,10200
1,1,127,Y1,10205
1,1,126,Y1,10210
1,1,125,Y1,10215
1,1,124,Y1,10220
1,1,123,Y1,10225
1,1,122,Y1,10230
1,1,121,Y1,10235
1,1,120,Y1,10240
1,1,119,Y1,10245
1,1,118,Y1,10250
1,1,117,Y1,10255
1,1,116,Y1,10260
1,1,115,Y1,10265
1,1,114,Y1,10270
1,1,113,Y1,10275
1,1,112,Y1,10280
1,1,111,Y1,10285
1,1,110,Y1,10290
1,1,109,Y1,10295
1,1,108,Y1,10300
1,1,107,Y1,10305
1,1,106,Y1,10310
1,1,105,Y1,10315
1,1,104,Y1,10320
1,1,103,Y1,10325
1,1,102,Y1,10330
1,1,101,Y1,10335
1,1,100,Y1,10340
1,1,99,Y1,10346
1,1,98,Y1,10351
1,1,97,Y1,10356
1,1,96,Y1,10361
1,1,95,Y1,10366
1,1,94,Y1,10371
1,1,93,Y1,10376
1,1,92,Y1,10381
1,1,91,Y1,10386
1,1,90,Y1,10391
1,1,89,Y1,10396
1,1,88,Y1,10401
1,1,87,Y1,10406
1,1,86,Y1,10411
1,1,85,Y1,10416
1,1,84,Y1,10421
1,1,83,Y1,10426
1,1,82,Y1,10431
1,1,81,Y1,10436
1,1,80,Y1,10441
1,1,79,Y1,10446
1,1,78,Y1,10451
1,1,77,Y1,10456
1,1,76,Y1,10461
1,1,75,Y1,10466
1,1,74,Y1,10471
1,1,73,Y1,10476
1,1,72,Y1,10481
1,1,71,Y1,10486
1,1,70,Y1,10492
1,1,69,Y1,10497
1,1,68,Y1,10502
1,1,67,Y1,10507
1,1,66,Y1,10512
1,1,65,Y1,10517
1,1,64,Y1,10522
1,1,63,Y1,10527
1,1,62,Y1,10532
1,1,61,Y1,10537
1,1,60,Y1,10542
1,1,59,Y1,10547
1,1,58,Y1,10552
1,1,57,Y1,10557
1,1,56,Y1,10562
1,1,55,Y1,10567
1,1,54,Y1,10572
1,1,53,Y1,10577
1,1,52,Y1,10582
1,1,51,Y1,10587
1,1,50,Y1,10592
1,1,49,Y1,10597
1,1,48,Y1,10602
1,1,47,Y1,10607
1,1,46,Y1,10612
1,1,45,Y1,10617
1,1,44,Y1,10622
1,1,43,Y1,10627
1,1,42,Y1,10632
1,1,41,Y1,10638
1,1,40,Y1,10643
1,1,39,Y1,10648
1,1,38,Y1,10653
1,1,37,Y1,10658
1,1,36,Y1,10663
1,1,35,Y1,10668
1,1,34,Y1,10673
1,1,33,Y1,10678
1,1,32,Y1,10683
1,1,31,Y1,10688
1,1,30,Y1,10693
1,1,29,Y1,10698
1,1,28,Y1,10703
1,1,27,Y1,10708
1,1,26,Y1,10713
1,1,25,Y1,10718
1,1,24,Y1,10723
1,1,23,Y1,10728
1,1,22,Y1,10733
1,1,21,Y1,10738
1,1,20,Y1,10743
1,1,19,Y1,10748
1,1,18,Y1,10753
1,1,17,Y1,10758
1,1,16,Y1,10763
1,1,15,Y1,10768
1,1,14,Y1,10773
1,1,13,Y1,10779
1,1,12,Y2,10781
1,1,11,Y3,10781
1,1,10,Y4,10781
1,1,9,Y4,10784
1,1,8,Y3,10784
1,1,7,Y2,10784
1,1,6,Y1,10784
1,1,5,Y1,10788
1,1,4,Y2,10788
1,1,3,Y3,10788
1,1,2,Y4,10788
1,2,234,Y2,9621
1,2,233,Y2,9626
1,2,232,Y2,9631
1,2,231,Y2,9636
1,2,230,Y2,9641
1,2,229,Y2,9646
1,2,228,Y2,9651
1,2,227,Y2,9656
1,2,226,Y2,9661
1,2,225,Y2,9666
1,2,224,Y2,9671
1,2,223,Y2,9676
1,2,222,Y2,9681
1,2,221,Y2,9686
1,2,220,Y2,9691
1,2,219,Y2,9696
1,2,218,Y2,9701
1,2,217,Y2,9706
